Molecule_ChEMBL_ID,Molecule_Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard_Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Potential Duplicate,Assay ChEMBL ID,BAO Label,Assay Cell Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Cell ChEMBL ID,Assay Description,Unnamed: 26,Unnamed: 27,Unnamed: 28,verify_strain,stand_strain,unique_chemicals,stand_strain_bin,pIC50
CHEMBL49055,,,291.4,0.0,3.88,6704,CN(C)CCNc1cc(-c2ccccc2)nc2ccccc12,IC50,'=',3653.0,nM,5.44,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,5.44
CHEMBL585622,,,337.43,1.0,5.52,6513,c1ccc2c(NCCc3c[nH]c4ccccc34)c3ccccc3nc2c1,IC50,'=',200.0,nM,6.7,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,6.7
CHEMBL590686,,,363.46,0.0,4.65,498,CCN(CC)c1cc(C)c2cc(NC(=O)c3cccc(OC)c3)ccc2n1,IC50,'=',2772.0,nM,5.56,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,5.56
CHEMBL517986,5-(N-ETHYL-N-ISOPROPYL)AMILORIDE,,299.77,0.0,0.57,5-(N-ethyl-N-isopropyl)amiloride,CCN(c1nc(N)c(C(=O)NC(=N)N)nc1Cl)C(C)C,IC50,'=',825.0,nM,6.08,,,UO_0000065,0,CHEMBL1678152,organism-based format,,CHEMBL1671701,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in RBCs by firefly luciferase reporter gene assay,,,,3D7,3D7,,3D7,6.08
CHEMBL5410878,,,491.91,0.0,4.8,12,FC(F)(F)c1nc(-c2ccc(CCN3CCC(Nc4nc5cnc(Cl)cc5[nH]4)CC3)cc2)no1,IC50,'=',1880.0,nM,5.73,,,UO_0000065,0,CHEMBL5338530,organism-based format,,CHEMBL5335864,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against late stage gametocytes Plasmodium falciparum NF54 incubated for 48 hrs by luciferase activity assay,,,,NF54,NF54,,NF54,5.73
CHEMBL2419450,,,285.35,0.0,4.47,11a,Nc1cc(/C=C/c2c[nH]c3ccccc23)nc2ccccc12,IC50,'=',1400.0,nM,5.85,,,UO_0000065,0,CHEMBL2421229,organism-based format,,CHEMBL2417386,1,Scientific Literature,J Med Chem,,Gametocytocidal activity against synchronous stage 4 to 5 of transgenic Plasmodium falciparum NF54 gametocyte harboring pfs16 promoter assessed as parasite viability after 72 hrs by MitoTracker Red CMXRos-based assay,,,,NF54,NF54,,NF54,5.85
CHEMBL1673242,,,270.17,0.0,3.39,3,CC1CCCN(c2cccc(Br)c2O)C1,IC50,'=',130.0,nM,6.89,,,UO_0000065,0,CHEMBL1678152,organism-based format,,CHEMBL1671701,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in RBCs by firefly luciferase reporter gene assay,,,,3D7,3D7,,3D7,6.89
CHEMBL1673250,,,363.09,0.0,4.54,12,CCCN(CC1CC1)c1cc(Br)cc(Br)c1O,IC50,'=',710.0,nM,6.15,,,UO_0000065,0,CHEMBL1678152,organism-based format,,CHEMBL1671701,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in RBCs by firefly luciferase reporter gene assay,,,,3D7,3D7,,3D7,6.15
CHEMBL1673255,,,326.44,0.0,3.78,18,COc1cc(NC2CCN(Cc3ccccc3)CC2)cc(OC)c1,IC50,'=',440.0,nM,6.36,,,UO_0000065,0,CHEMBL1678152,organism-based format,,CHEMBL1671701,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in RBCs by firefly luciferase reporter gene assay,,,,3D7,3D7,,3D7,6.36
CHEMBL1673265,,,413.27,0.0,3.65,34,CC(=O)N(C1=C(N(C)C)C(=O)c2ccccc2C1=O)c1cccc(Br)c1,IC50,'=',32.0,nM,7.5,,,UO_0000065,0,CHEMBL1678152,organism-based format,,CHEMBL1671701,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in RBCs by firefly luciferase reporter gene assay,,,,3D7,3D7,,3D7,7.49
CHEMBL1673267,,,380.49,0.0,3.94,38,CC(=O)N(C1=C(N2CCCCC2)C(=O)c2ccccc2C1=O)C1CCCCC1,IC50,'=',5400.0,nM,5.27,,,UO_0000065,0,CHEMBL1678152,organism-based format,,CHEMBL1671701,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in RBCs by firefly luciferase reporter gene assay,,,,3D7,3D7,,3D7,5.27
CHEMBL1644966,,,344.45,0.0,4.12,Am-2,CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,IC50,'=',12000.0,nM,4.92,,,UO_0000065,0,CHEMBL1678152,organism-based format,,CHEMBL1671701,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in RBCs by firefly luciferase reporter gene assay,,,,3D7,3D7,,3D7,4.92
CHEMBL1083769,,,337.81,0.0,3.55,NITD678,C[C@H]1Cc2c([nH]c3ccccc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12,IC50,'=',44.13,nM,7.36,,,UO_0000065,0,CHEMBL1248670,organism-based format,,CHEMBL1240532,1,Scientific Literature,Science,,Antimalarial activity against Plasmodium falciparum Dd2 containing attB site inserted in parasite genome and using EF1-alpha promoter driven expressing wild type ATP4 after 72 hrs by SYBR green based fluorescence assay,,,,Dd2,Dd2,,Dd2,7.36
CHEMBL528245,,,465.59,0.0,3.98,19662,COc1ccc(N2CCN(C(CNC(=O)C3CCCCC3)c3ccc4c(c3)OCO4)CC2)cc1,IC50,'=',569.1,nM,6.25,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,6.24
CHEMBL592105,METHYLROSANILINE,-1.0,389.54,0.0,4.17,665941,CN(C)c1ccc(C(O)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,IC50,'=',217.6,nM,6.66,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,6.66
CHEMBL4071316,,,493.58,1.0,6.97,17,CCN(CC)CCCC(C)Nc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)c2nc3ccccc3n12,IC50,'=',3020.0,nM,5.52,,,UO_0000065,0,CHEMBL3996812,assay format,,CHEMBL3994624,1,Scientific Literature,J Med Chem,,Anti-plasmodial activity against chloroquine-sensitive Plasmodium falciparum NF54 late 4/5 stage gametocytes assessed as reduction in ATP levels after 24 hrs by BacTiter-Glo reagent based bioluminescence assay,,,,NF54,NF54,,NF54,5.52
CHEMBL4074246,,,389.89,0.0,4.7,41,CCNCCNc1cc(-c2ccc(Cl)cc2)c(C#N)c2nc3ccccc3n12,IC50,'=',690.0,nM,6.16,,,UO_0000065,0,CHEMBL3996812,assay format,,CHEMBL3994624,1,Scientific Literature,J Med Chem,,Anti-plasmodial activity against chloroquine-sensitive Plasmodium falciparum NF54 late 4/5 stage gametocytes assessed as reduction in ATP levels after 24 hrs by BacTiter-Glo reagent based bioluminescence assay,,,,NF54,NF54,,NF54,6.16
CHEMBL496768,,,478.42,1.0,6.58,4e,Clc1ccc(C(Nc2ccnc3cc(Cl)ccc23)c2ccc(CN3CCOCC3)cc2)cc1,IC50,'=',87.0,nM,7.06,,,UO_0000065,0,CHEMBL1012851,organism-based format,,CHEMBL1139381,1,Scientific Literature,J Med Chem,,Antimalarial activity after 72 hrs against chloroquine-sensitive Plasmodium falciparum D10 infected human A+ erythrocytes in Makler LDH reporter assay,,,,D10,D10,,D10,7.06
CHEMBL35228,PYRONARIDINE,3.0,518.06,2.0,6.09,pyronaridine,COc1ccc2nc3cc(Cl)ccc3c(Nc3cc(CN4CCCC4)c(O)c(CN4CCCC4)c3)c2n1,IC50,'=',23.0,nM,7.64,,,UO_0000065,0,CHEMBL2184948,organism-based format,,CHEMBL2177023,1,Scientific Literature,J Med Chem,,Antimalarial activity against transgenic Plasmodium falciparum 3D7 GFP16B gametocytes,,,,3D7,3D7,,3D7,7.64
CHEMBL35228,PYRONARIDINE,3.0,518.06,2.0,6.09,pyronaridine,COc1ccc2nc3cc(Cl)ccc3c(Nc3cc(CN4CCCC4)c(O)c(CN4CCCC4)c3)c2n1,IC50,'=',6.0,nM,8.22,,,UO_0000065,0,CHEMBL2184950,organism-based format,,CHEMBL2177023,1,Scientific Literature,J Med Chem,,Antimalarial activity against Plasmodium falciparum KT1 gametocytes,,,,KT1,KT1,,KT1,8.22
CHEMBL448801,,,264.28,0.0,3.85,15,COc1cc2cccnc2c2nc(C)c3ccoc3c12,IC50,'=',3750.0,nM,5.43,,,UO_0000065,0,CHEMBL1004793,organism-based format,,CHEMBL1155951,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2 gametocytes after 48 hrs by microscopy,,,,W2,W2,,W2,5.43
CHEMBL505624,CORDYHEPTAPEPTIDE A,,880.1,1.0,3.08,"1, Cordyheptapeptide A",CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(C)C(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](CC(C)C)NC1=O,IC50,'=',5350.0,nM,5.27,,,UO_0000065,0,CHEMBL972248,organism-based format,,CHEMBL1157266,1,Scientific Literature,J Nat Prod,,Antimalarial activity against Plasmodium falciparum K1 by [3H]hypoxanthine uptake,,,,K1,K1,,K1,5.27
CHEMBL361497,ARTESUNATE,4.0,384.43,0.0,2.6,artesunate,C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,IC50,'=',19.0,nM,7.72,,,UO_0000065,0,CHEMBL2421230,organism-based format,,CHEMBL2417386,1,Scientific Literature,J Med Chem,,Gametocytocidal activity against synchronous stage 1 to 3 of transgenic Plasmodium falciparum NF54 gametocyte harboring pfs16 promoter assessed as parasite viability after 72 hrs by luciferase reporter gene assay,,,,NF54,NF54,,NF54,7.72
CHEMBL525826,,,346.82,0.0,2.79,11944,COc1cccc(Nc2nc(NCCO)c3ccccc3n2)c1.Cl,IC50,'=',885.4,nM,6.05,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,6.05
CHEMBL533399,,,418.59,0.0,4.27,666069,COc1ccc(CCN2CCC(CN(C)Cc3cnn(-c4ccccc4)c3)CC2)cc1,IC50,'=',2678.0,nM,5.57,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,5.57
CHEMBL2316799,,,458.79,1.0,5.67,72a Hybrid-9,O=C(/C=C/c1ccc(Br)cc1)NCCCCNc1ccnc2cc(Cl)ccc12,IC50,'=',11.0,nM,7.96,,,UO_0000065,0,CHEMBL4193441,organism-based format,,CHEMBL4190314,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against synchronous culture of Plasmodium falciparum W2 ring stage infected in human erythrocytes after 48 hrs by flow cytometry,,,,W2,W2,,W2,7.96
CHEMBL2316804,,,439.94,0.0,4.93,72a Hybrid-14,COc1ccc(/C=C/C(=O)NCCCCNc2ccnc3cc(Cl)ccc23)cc1OC,IC50,'=',11.0,nM,7.96,,,UO_0000065,0,CHEMBL4193441,organism-based format,,CHEMBL4190314,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against synchronous culture of Plasmodium falciparum W2 ring stage infected in human erythrocytes after 48 hrs by flow cytometry,,,,W2,W2,,W2,7.96
CHEMBL4748374,,,358.32,0.0,3.51,17,NC(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)cc3)n2)cc1,IC50,'=',237.0,nM,6.62,,,UO_0000065,0,CHEMBL4719503,organism-based format,,CHEMBL4715789,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against late stage (IV/V) Plasmodium falciparum NF54 gametocytes incubated for 48 hrs by luciferase reporter gene assay,,,,NF54,NF54,,NF54,6.63
CHEMBL4746251,,,360.3,0.0,3.5,13,Nc1ncc(-c2ccc(C(=O)O)cc2)nc1-c1ccc(C(F)(F)F)nc1,IC50,'=',168.0,nM,6.78,,,UO_0000065,0,CHEMBL4719504,organism-based format,,CHEMBL4715789,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against early stage (II/III) Plasmodium falciparum NF54 gametocytes incubated for 48 hrs by luciferase reporter gene assay,,,,NF54,NF54,,NF54,6.77
CHEMBL1492516,CLOPERASTINE HYDROCLORIDE,,366.33,0.0,4.93,Cloperastine hydrochloride,Cl.Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1,IC50,'=',4875.0,nM,5.31,,,UO_0000065,0,CHEMBL1678152,organism-based format,,CHEMBL1671701,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in RBCs by firefly luciferase reporter gene assay,,,,3D7,3D7,,3D7,5.31
CHEMBL4245471,,,399.79,0.0,4.92,29,Clc1cc(Br)ccc1-c1ccc(CNCC2CCNCC2)s1,IC50,'=',850.0,nM,6.07,,,UO_0000065,0,CHEMBL4231438,organism-based format,,CHEMBL4229360,1,Scientific Literature,Eur J Med Chem,,Gametocytocidal activity against Plasmodium falciparum 3D7 elo1-pfs16-CBG99 late-stage (4 to 5) gametocytes assessed as inhibition of parasite viability after 72 hrs by luciferase reporter assay,,,,3D7,3D7,,3D7,6.07
CHEMBL4081080,,,489.42,1.0,6.24,33,N/C(CC(O)c1cc2c(F)cc(F)cc2c2cc(C(F)(F)F)ccc12)=N\N=C\c1ccc(F)cc1,IC50,'=',200.0,nM,6.7,,,UO_0000065,0,CHEMBL4013661,assay format,,CHEMBL4011644,1,Scientific Literature,J Med Chem,,Gametocytocidal activity against transgenic GFP-fused Plasmodium falciparum NF54 early stage gametocytes after 72 hrs by Mitotracker Red CMH2XRos staining based confocal microscopic method,,,,NF54,NF54,,NF54,6.7
CHEMBL269513,,,678.18,1.0,6.01,Trioxaquine 2-dia2,CC(C)C1=C[C@H]2OC3(CCC(NCCNc4ccnc5cc(Cl)ccc45)CC3)OO[C@@]2(C)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,IC50,'=',28.0,nM,7.55,,,UO_0000065,0,CHEMBL918324,organism-based format,,CHEMBL1147097,1,Scientific Literature,Antimicrob Agents Chemother,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum W2 asexual gametocytes,,,,W2,W2,,W2,7.55
CHEMBL530223,,,367.41,0.0,2.53,665878,COc1cccc(NC(=O)[C@H](C(C)C)n2c(=O)[nH]c3ccccc3c2=O)c1,IC50,'=',158.1,nM,6.8,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,6.8
CHEMBL453816,NORMELICOPICINE,,315.33,0.0,2.42,"1, normelicopicine",COc1c(OC)c(OC)c2c(c1O)c(=O)c1ccccc1n2C,IC50,'=',8250.0,nM,5.08,,,UO_0000065,0,CHEMBL1003847,organism-based format,,CHEMBL1150107,1,Scientific Literature,J Nat Prod,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum HB3 after 48 hrs by LDH reporter activity,,,,HB3,HB3,,HB3,5.08
CHEMBL76,CHLOROQUINE,4.0,319.88,0.0,4.81,Chloroquine,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',180.0,nM,6.75,,,UO_0000065,0,CHEMBL4704472,organism-based format,,CHEMBL4699594,1,Scientific Literature,J Nat Prod,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum Dd2 ring stage incubated for 72 hrs by DAPI-staining based imaging analysis,,,,Dd2,Dd2,,Dd2,6.74
CHEMBL4743418,,,399.54,0.0,4.44,"2-A, Single Enantiomer",Oc1ccc(CN2CC(CNc3ccccc3)C3(C2)CN(c2ccccc2)C3)cc1,IC50,'=',774.0,nM,6.11,,,UO_0000065,0,CHEMBL4737832,organism-based format,Erythrocyte,CHEMBL4732202,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against multidrug-resistant Plasmodium falciparum Dd2 KAF156 mutant transfected with Pfs16-GFP-Luc infected in human erythrocytes assessed as reduction in [3H]-hypoxanthine incorporation pretreated for 48 hrs followed by [3H]-hypoxanthine addition measured after 24 hrs by liquid scintillation counting method,,,,Dd2,Dd2,,Dd2,6.11
CHEMBL4228534,,,471.99,1.0,6.65,C-8,CCN(CC)c1ccc2cc(C3=NN(c4ccccc4)C(c4ccc(Cl)cc4)C3)c(=O)oc2c1,IC50,'=',9100.0,nM,5.04,,,UO_0000065,0,CHEMBL4223066,cell-based format,,CHEMBL4219189,1,Scientific Literature,Bioorg Med Chem Lett,,Inhibition of chloroquine resistant Plasmodium falciparum RKL9 schizont stage infected in human erythrocytes assessed as reduction in bacterial growth after 24 hrs by Giemsa staining based assay,,,,RKL9,RKL9,,RKL9,5.04
CHEMBL4761721,,,383.45,0.0,3.83,15,Fc1ccc(-c2nc3c(N4CCCN(CC5CC5)CC4)nccc3[nH]2)cc1F,IC50,'=',5300.0,nM,5.28,,,UO_0000065,0,CHEMBL4704393,organism-based format,,CHEMBL4699593,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against early stage (I to III) Plasmodium falciparum NF54 gametocytes incubated for 48 hrs under hypoxia condition by luciferase reporter gene assay,,,,NF54,NF54,,NF54,5.28
CHEMBL4748374,,,358.32,0.0,3.51,17,NC(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)cc3)n2)cc1,IC50,'=',754.0,nM,6.12,,,UO_0000065,0,CHEMBL4719504,organism-based format,,CHEMBL4715789,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against early stage (II/III) Plasmodium falciparum NF54 gametocytes incubated for 48 hrs by luciferase reporter gene assay,,,,NF54,NF54,,NF54,6.12
CHEMBL4756181,,,442.44,0.0,4.01,9l2,Nc1ncc(-c2ccc(C(=O)N3CCC(O)CC3)cc2)nc1-c1ccc(C(F)(F)F)cc1,IC50,'=',603.0,nM,6.22,,,UO_0000065,0,CHEMBL4719504,organism-based format,,CHEMBL4715789,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against early stage (II/III) Plasmodium falciparum NF54 gametocytes incubated for 48 hrs by luciferase reporter gene assay,,,,NF54,NF54,,NF54,6.22
CHEMBL4474162,,,116.16,0.0,1.51,3,CC1(C)OOC1(C)C,IC50,'=',45.0,nM,7.35,,,UO_0000065,0,CHEMBL4430743,organism-based format,,CHEMBL4428111,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against chloroquine-resistant/mefloquine-sensitive Plasmodium falciparum W2 schizonts infected in human erythrocytes assessed as inhibition of parasite invasion after 24 hrs by Diff-Quick staining based microscopic analysis,,,,W2,W2,,W2,7.35
CHEMBL4533385,,,517.55,1.0,6.44,35,CCCCCCCCCCCC[n+]1c2c(n(CC(C)C)c1C)C(=O)c1ccccc1C2=O.[Br-],IC50,'=',174.0,nM,6.76,,,UO_0000065,0,CHEMBL4338839,organism-based format,,CHEMBL4334542,1,Scientific Literature,ACS Med Chem Lett,,Antimalarial activity against Plasmodium falciparum NF54 late gametocytes transfected with luciferase gene incubated for 48 hrs by luciferase reporter gene assay,,,,NF54,NF54,,NF54,6.76
CHEMBL4874145,,,471.51,0.0,3.83,19f,CCc1cccc(CNC(=O)c2nc3cccc(COCc4ccc(C(=O)O)cc4)c3c(=O)[nH]2)c1,IC50,'=',75.0,nM,7.12,,,UO_0000065,0,CHEMBL4830618,organism-based format,,CHEMBL4828745,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against liver stage Plasmodium falciparum NF54 sporozoites infected in human hepatocytes assessed as parasite killing measured after 96 hrs by schizont assay,,,,NF54,NF54,,NF54,7.12
CHEMBL494057,,,418.97,1.0,6.43,9c,Cc1c(CNC(C)(C)C)cc(-c2ccccc2)n1Nc1ccnc2cc(Cl)ccc12,IC50,'=',63.5,nM,7.2,,,UO_0000065,0,CHEMBL937848,organism-based format,,CHEMBL1155029,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum D10 as LDH reporter activity,,,,D10,D10,,D10,7.2
CHEMBL494697,,,418.97,1.0,6.38,9a,CCN(CC)Cc1cc(-c2ccccc2)n(Nc2ccnc3cc(Cl)ccc23)c1C,IC50,'=',42.7,nM,7.37,,,UO_0000065,0,CHEMBL937848,organism-based format,,CHEMBL1155029,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum D10 as LDH reporter activity,,,,D10,D10,,D10,7.37
CHEMBL76,CHLOROQUINE,4.0,319.88,0.0,4.81,chloroquine,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',12.4,nM,7.91,,,UO_0000065,0,CHEMBL969264,organism-based format,,CHEMBL1157182,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum D6 after 48 hrs by LDH reporter assay,,,,D6,D6,,D6,7.91
CHEMBL170724,,,308.39,0.0,3.8,"5c, NCGC00262650",COc1ccc(-c2cn(C3CCCC3)c3ncnc(N)c23)cc1,IC50,'=',63000.0,nM,4.2,,,UO_0000065,0,CHEMBL3598574,organism-based format,,CHEMBL3596135,1,Scientific Literature,Medchemcomm,,Antimalarial activity against synchronised early trophozoite stage of Plasmodium falciparum 3D7 assessed as parasite growth inhibition measured after two invasion cycles by flow cytometric analysis,,,,3D7,3D7,,3D7,4.2
CHEMBL590182,,,448.59,1.0,5.01,648,COc1ccccc1CNC(=O)C1c2ccccc2C(=O)N(CC(C)C)C1c1cccs1,IC50,'=',1143.0,nM,5.94,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,5.94
CHEMBL4457843,,,441.26,1.0,6.36,48,N#Cc1c(C(F)(F)F)cc(NCc2cccs2)n2c1nc1cc(Cl)c(Cl)cc12,IC50,'=',1670.0,nM,5.78,,,UO_0000065,0,CHEMBL4373129,organism-based format,,CHEMBL4371072,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against chloroquine-sensitive final late stage of Plasmodium falciparum NF54-Mal8p1.16-GFP-Luc gametocytes after 24 hrs by BacTiter-Glo assay,,,,NF54-Mal8p1.16-GFP-Luc,NF54,,NF54,5.78
CHEMBL361497,ARTESUNATE,4.0,384.43,0.0,2.6,Artesunate,C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,IC50,'=',1.0,nM,9.0,,,UO_0000065,0,CHEMBL4150765,organism-based format,,CHEMBL4145643,1,Scientific Literature,J Nat Prod,,Antiplasmodial activity against drug-sensitive Plasmodium falciparum 3D7 ring stage infected in human erythrocytes after 72 hrs by DAPI staining based method,,,,3D7,3D7,,3D7,9.0
CHEMBL4163793,,,502.61,2.0,6.39,10,Cc1c2c(c(O)c3c1OC1=C(C(=O)C(C)(C)C(=O)C1(C)C)C3CC(C)C)C(=O)C[C@@H](c1ccccc1)O2,IC50,'=',9800.0,nM,5.01,,,UO_0000065,0,CHEMBL4150765,organism-based format,,CHEMBL4145643,1,Scientific Literature,J Nat Prod,,Antiplasmodial activity against drug-sensitive Plasmodium falciparum 3D7 ring stage infected in human erythrocytes after 72 hrs by DAPI staining based method,,,,3D7,3D7,,3D7,5.01
CHEMBL4173089,,,502.61,2.0,6.39,3,Cc1c(O)c2c(c3c1OC1=C(C(=O)C(C)(C)C(=O)C1(C)C)[C@@H]3CC(C)C)O[C@H](c1ccccc1)CC2=O,IC50,'=',7200.0,nM,5.14,,,UO_0000065,0,CHEMBL4150765,organism-based format,,CHEMBL4145643,1,Scientific Literature,J Nat Prod,,Antiplasmodial activity against drug-sensitive Plasmodium falciparum 3D7 ring stage infected in human erythrocytes after 72 hrs by DAPI staining based method,,,,3D7,3D7,,3D7,5.14
