Molecule_ChEMBL_ID,Molecule_Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard_Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Potential Duplicate,Assay ChEMBL ID,BAO Label,Assay Cell Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Cell ChEMBL ID,Assay Description,Unnamed: 26,Unnamed: 27,Unnamed: 28,Strains,pIC50,Flag Resistance,Flag Groups,Representative_pIC50,active_6,elite_75
CHEMBL1256912,PAROXETINE HYDROCHLORIDE HEMIHYDRATE,,383.85,0.0,3.33,NCGC00093597-01,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,IC50,'=',6309.57,nM,5.2,,,UO_0000065,0,CHEMBL1267245,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum 3D7 after 72 hrs by SYBR green assay,,,,3D7,5.2,,,5.2,False,False
CHEMBL1256790,,,397.99,0.0,4.84,NCGC00093664-01,CC(C)(C)C1(O)CCN2CC3c4ccccc4CCc4cccc(c43)C2C1,IC50,'=',5011.87,nM,5.3,,,UO_0000065,0,CHEMBL1267245,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum 3D7 after 72 hrs by SYBR green assay,,,,3D7,5.3,,,5.3,False,False
CHEMBL237931,,,202.28,0.0,2.81,7l,S=C=NCCc1c[nH]c2ccccc12,IC50,'=',10300.0,nM,4.99,,,UO_0000065,0,CHEMBL4614118,organism-based format,,CHEMBL4613224,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against Plasmodium falciparum NF54 measured after 24 hrs in presence of [3H] hypoxanthine by liquid scintillation counter analysis,,,,NF54,4.99,,,4.99,False,False
CHEMBL2023610,,,549.03,2.0,6.43,10r,Cc1nc(NCCCCNc2ccnc3cc(Cl)ccc23)nc(-c2ccccc2[N+](=O)[O-])c1C(=O)OC(C)C,IC50,'=',3.6,nM,8.44,,,UO_0000065,0,CHEMBL2025606,organism-based format,,CHEMBL2021854,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity chloroquine-resistant Plasmodium falciparum K1 infected in human A+ erythrocytes assessed as inhibition of [3H]-hypoxanthine incorporation after 24 hrs by scintillation counting,,,,K1,8.44,chloroquine resistant,CQR,8.44,True,True
CHEMBL2023440,,,461.95,1.0,5.35,10a,CCOC(=O)c1c(C)nc(NCCNc2ccnc3cc(Cl)ccc23)nc1-c1ccccc1,IC50,'=',21.7,nM,7.66,,,UO_0000065,0,CHEMBL2025605,organism-based format,,CHEMBL2021854,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity chloroquine-sensitive Plasmodium falciparum 3D7 infected in human A+ erythrocytes assessed as inhibition of [3H]-hypoxanthine incorporation after 24 hrs by scintillation counting,,,,3D7,7.66,chloroquine sensitive,CQS,7.66,True,True
CHEMBL2023449,,,475.98,1.0,5.74,10j,CCOC(=O)c1c(C)nc(NCC(C)Nc2ccnc3cc(Cl)ccc23)nc1-c1ccccc1,IC50,'=',15888.5,nM,4.8,,,UO_0000065,0,CHEMBL2025605,organism-based format,,CHEMBL2021854,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity chloroquine-sensitive Plasmodium falciparum 3D7 infected in human A+ erythrocytes assessed as inhibition of [3H]-hypoxanthine incorporation after 24 hrs by scintillation counting,,,,3D7,4.8,chloroquine sensitive,CQS,4.8,False,False
CHEMBL3581490,,,342.16,,,20,CN(C)CCNC(=O)c1cnc(Oc2ccc3c(c2)B(O)OC3)cn1,IC50,'=',6660.0,nM,5.18,,,UO_0000065,0,CHEMBL3584880,organism-based format,,CHEMBL3580633,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum W2 cultured in human erythrocytes assessed as inhibition of parasite growth incubated for 48 hrs by YOYO-1 staining based flow cytometry,,,,W2,5.18,chloroquine resistant,CQR,5.18,False,False
CHEMBL3581499,,,328.13,,,29,CC(C)COC(=O)c1cnc(Oc2ccc3c(c2)B(O)OC3)cn1,IC50,'=',2.5,nM,8.6,,,UO_0000065,0,CHEMBL3584881,organism-based format,,CHEMBL3580633,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 cultured in human erythrocytes incubated for 48 hrs by [3H]-hypoxanthine incorporation assay,,,,3D7,8.6,chloroquine sensitive,CQS,8.6,True,True
CHEMBL4644326,,,590.67,2.0,2.76,11,COC(=O)[C@@H](O)[C@H]1C(C)(C)[C@@H](O)[C@H](OC(=O)C(C)C)[C@@H]2O[C@]34CC(=O)O[C@@H](c5ccoc5)[C@]3(C)C[C@@H](C(=O)[C@@H]4C)[C@@]21C,IC50,'=',16900.0,nM,4.77,,,UO_0000065,0,CHEMBL4621226,organism-based format,,CHEMBL4619768,1,Scientific Literature,J Nat Prod,,Antimalarial activity against chloroquine-sensitive ring-stage Plasmodium falciparum Dd2 incubated for 72 hrs by SYBR green1 dye-based assay,,,,Dd2,4.77,chloroquine sensitive,CQS,4.77,False,False
CHEMBL5398010,,,512.84,1.0,4.52,66,Clc1ccc2c(N3CCN(CCCn4nnc(-c5ccc(Br)cc5)n4)CC3)ccnc2c1,IC50,'=',2160.0,nM,5.67,,,UO_0000065,0,CHEMBL5337629,organism-based format,Erythrocyte,CHEMBL5335820,1,Scientific Literature,RSC Med Chem,,Antimalarial activity against chloroquine resistant trophozoites-stage Plasmodium falciparum INDO infected in human erythrocytes assessed as inhibition of parasite growth incubated for 12 hrs,,,,INDO,5.67,chloroquine resistant,CQR,5.666,False,False
CHEMBL5435866,,,478.9,0.0,2.8,76,O=C(Cn1nnc(-c2ccc([N+](=O)[O-])cc2)n1)N1CCN(c2ccnc3cc(Cl)ccc23)CC1,IC50,'=',5460.0,nM,5.26,,,UO_0000065,0,CHEMBL5337630,organism-based format,Erythrocyte,CHEMBL5335820,1,Scientific Literature,RSC Med Chem,,Antimalarial activity against chloroquine resistant early schizont Plasmodium falciparum INDO infected in human erythrocytes assessed as inhibition of parasite growth incubated for 12 hrs,,,,INDO,5.26,chloroquine resistant,CQR,5.286,False,False
CHEMBL2322212,,,498.63,1.0,6.44,9d,Cn1c2nc3ccccc3c-2c(NCCCN2C(=O)CCSC2c2ccc(F)cc2)c2ccccc21,IC50,'=',38.1,nM,7.42,,,UO_0000065,0,CHEMBL2327114,organism-based format,,CHEMBL2321781,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum NF54 after 72 hrs by [3H]hypoxanthine incorporation assay,,,,NF54,7.42,chloroquine sensitive,CQS,7.42,True,False
CHEMBL1173449,,,509.64,2.0,6.1,297,CCN(CC)CCOc1cc2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c(CC=C(C)C)c1OC,IC50,'<',1000.0,nM,,,,UO_0000065,0,CHEMBL1177464,organism-based format,,CHEMBL1177693,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against Plasmodium falciparum K1,,,,K1,6.0,,,6.0,True,False
CHEMBL1171272,GIRACODAZOLE,2.0,190.63,0.0,-0.41,378,NC[C@H](Cl)[C@@H](O)c1c[nH]c(N)n1,IC50,'=',77.0,nM,7.11,,,UO_0000065,0,CHEMBL5235649,organism-based format,,CHEMBL5233268,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against Plasmodium falciparum KI assessed as parasite growth inhibition measured after 48 hrs by liquid-scintillation counter analysis,,,,K1,7.11,,,7.11,True,False
CHEMBL5413001,,,338.79,0.0,4.82,147b,COC(=O)/C=C/c1cccc(Nc2ccnc3cc(Cl)ccc23)c1,IC50,'=',1810.0,nM,5.74,,,UO_0000065,0,CHEMBL5345243,organism-based format,,CHEMBL5344418,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against Plasmodium falciparum 3D7 assessed as reduction in parasite growth by Lactate dehydrogenase assay,,,,3D7,5.74,,,5.74,False,False
CHEMBL5425479,,,542.01,2.0,5.84,53o,O=C(/C=C/c1cc(F)ccc1F)c1ccc(S(=O)(=O)NCCCNc2cncc3cc(Cl)ccc23)cc1,IC50,'=',790.0,nM,6.1,,,UO_0000065,0,CHEMBL5345214,organism-based format,,CHEMBL5344418,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum NF54 by lactate dehydrogenase assay,,,,NF54,6.1,chloroquine sensitive,CQS,6.1,True,False
CHEMBL5290238,,,560.36,1.0,7.1,322,Clc1ccc2[nH]c3c[n+](CCCCCC[n+]4ccc5c(c4)[nH]c4ccc(Cl)cc45)ccc3c2c1,IC50,'<',100000.0,nM,,,,UO_0000065,0,CHEMBL5244785,organism-based format,,CHEMBL5244217,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Plasmodium falciparum K1 strain,,,,K1,4.0,,,4.0,False,False
CHEMBL5416012,,,486.76,0.0,4.75,43a,O=Cc1cc(OCc2cn(CCNc3ccnc4cc(Cl)ccc34)nn2)ccc1Br,IC50,'=',4300.0,nM,5.37,,,UO_0000065,0,CHEMBL5345211,organism-based format,,CHEMBL5344418,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 assessed as parasitic growth inhibition incubated for 72 hrs by SYBR Green staining based fluorescence analysis,,,,3D7,5.37,chloroquine sensitive,CQS,5.37,False,False
CHEMBL5432548,,,547.85,,,44b,CC1(C)OB(c2ccc(OCc3cn(CCCNc4ccnc5cc(Cl)ccc45)nn3)cc2C=O)OC1(C)C,IC50,'=',5180.0,nM,5.29,,,UO_0000065,0,CHEMBL5345211,organism-based format,,CHEMBL5344418,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 assessed as parasitic growth inhibition incubated for 72 hrs by SYBR Green staining based fluorescence analysis,,,,3D7,5.29,chloroquine sensitive,CQS,5.29,False,False
CHEMBL2334043,,,515.7,2.0,5.0,49a,CCCN(CCC)C(=O)c1ccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN[C@H](C)c2ccccc2)cc1,IC50,'=',1.6,nM,8.8,,,UO_0000065,0,CHEMBL2342742,organism-based format,,CHEMBL2331413,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum NF54 infected in RBC after 72 hrs by [3H]hypoxanthine incorporation assay in presence of 0.5 % albumax,,,,NF54,8.8,chloroquine sensitive,CQS,8.495,True,True
CHEMBL4593333,,,415.22,1.0,5.15,13,FC(F)(F)c1cc(Nc2nnc(C(F)(F)F)[nH]2)c2cccc(C(F)(F)F)c2n1,IC50,'=',11500.0,nM,4.94,,,UO_0000065,0,CHEMBL4370708,organism-based format,,CHEMBL4368928,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against chloroquine-resistant and mefloquine-sensitive Plasmodium falciparum W2 ring stage form infected in human erythrocytes by spectrophotometric analysis,,,,W2,4.94,chloroquine resistant and mefloquine sensitive,"CQR, MEFS",4.94,False,False
CHEMBL4751060,,,453.47,1.0,5.29,7a,CC1(C)C(Cc2ccccc2)C(=[N+]2CCCCC2)C=CN1Cc1ccccc1,IC50,'=',15.0,nM,7.82,,,UO_0000065,0,CHEMBL4734220,organism-based format,,CHEMBL4732090,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against Plasmodium falciparum NF54 erythrocytic stages assessed as reduction in [3H]hypoxanthine incorporation measured after 48 hrs by liquid scintillation counting method,,,,NF54,7.82,,,7.82,True,True
CHEMBL4447618,,,482.66,1.0,5.09,5,CC(C)C1=C2OC(C)(C)[C@H]3C[C@@]45O[C@]4(C)[C@H](O)C[C@@]4(CC[C@H]6C(C)(C)CCC[C@]67C[C@@]45[C@@]23O7)C1=O,IC50,'=',3600.0,nM,5.44,,,UO_0000065,0,CHEMBL4385223,organism-based format,,CHEMBL4382273,1,Scientific Literature,J Nat Prod,,Antiplasmodial activity against IEF stage of Plasmodium falciparum NF54 assessed as reduction in [3H]hypoxanthine incorporation preincubated for 48 hrs followed by [3H]hypoxanthine addition measured after 24 hrs by liquid scintillation counting method,,,,NF54,5.44,,,5.44,False,False
CHEMBL4752103,,,476.45,1.0,7.73,5b,Clc1cccc(C(Nc2ccnc3cc(Cl)ccc23)c2ccc(CN3CCCCC3)cc2)c1,IC50,'=',88.0,nM,7.06,,,UO_0000065,0,CHEMBL4738321,organism-based format,,CHEMBL4732218,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Plasmodium falciparum W2 by parasite lactate dehydrogenase assay,,,,W2,7.06,,,7.06,True,False
CHEMBL4763382,,,316.83,0.0,2.83,6i,OC(c1ccc(Cl)cc1)c1ccc(CN2CCNCC2)cc1,IC50,'=',11000.0,nM,4.96,,,UO_0000065,0,CHEMBL4738321,organism-based format,,CHEMBL4732218,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Plasmodium falciparum W2 by parasite lactate dehydrogenase assay,,,,W2,4.96,,,4.96,False,False
CHEMBL4742965,,,501.46,2.0,7.61,56,Cc1ccc2nc(Cl)c(CN(Cc3cccnc3)Cc3cc4c(C)cc(C)cc4nc3Cl)cc2c1,IC50,'=',7600.0,nM,5.12,,,UO_0000065,0,CHEMBL4738337,organism-based format,,CHEMBL4732220,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 assessed as parasite growth inhibition,,,,3D7,5.12,chloroquine sensitive,CQS,5.12,False,False
CHEMBL2322505,,,444.56,0.0,4.61,13a,Cn1c2nc3ccccc3c-2c(NCCCNS(=O)(=O)c2ccccc2)c2ccccc21,IC50,'=',123.7,nM,6.91,,,UO_0000065,0,CHEMBL2327112,organism-based format,,CHEMBL2321781,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum K1 after 72 hrs by [3H]hypoxanthine incorporation assay,,,,K1,6.91,chloroquine resistant,CQR,6.91,True,False
CHEMBL2322221,,,457.97,1.0,6.11,17f,Cn1c2nc3ccccc3c-2c(NCCCNC(=O)Nc2ccccc2)c2cc(Cl)ccc21,IC50,'=',21.8,nM,7.66,,,UO_0000065,0,CHEMBL2327112,organism-based format,,CHEMBL2321781,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum K1 after 72 hrs by [3H]hypoxanthine incorporation assay,,,,K1,7.66,chloroquine resistant,CQR,7.66,True,True
CHEMBL4784036,,,372.27,0.0,1.07,20; C423,CC1(C)N=C(N)N=C(N)N1OCCCOc1ccccc1,IC50,'=',5.9,nM,8.23,,,UO_0000065,0,CHEMBL4768943,organism-based format,Erythrocyte,CHEMBL4765292,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Plasmodium falciparum W2 harboring DHFR N51I/C59R/S108N mutant infected in human erythrocytes assessed as reduction in [3H]-hypoxanthine incorporation pretreated for 20 hrs followed by [3H]-hypoxanthine addition measured after 20 hrs by radioactivity method,,,,W2,8.23,,,8.23,True,True
CHEMBL5201073,,,295.23,0.0,0.06,43a,O=C(O)c1cc2c(o1)C(=O)C1=C(C2=O)S(=O)(=O)C=CN1,IC50,'=',120.0,nM,6.92,,,UO_0000065,0,CHEMBL5113936,organism-based format,,CHEMBL5113376,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against Plasmodium falciparum K1,,,,K1,6.92,,,6.92,True,False
CHEMBL4796554,,,356.27,0.0,1.23,25; C559,CC1(C)N=C(N)N=C(N)N1OCCCc1ccccc1,IC50,'=',39.0,nM,7.41,,,UO_0000065,0,CHEMBL4768943,organism-based format,Erythrocyte,CHEMBL4765292,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Plasmodium falciparum W2 harboring DHFR N51I/C59R/S108N mutant infected in human erythrocytes assessed as reduction in [3H]-hypoxanthine incorporation pretreated for 20 hrs followed by [3H]-hypoxanthine addition measured after 20 hrs by radioactivity method,,,,W2,7.41,,,7.41,True,False
CHEMBL4783968,,,495.85,0.0,3.35,42; C466,CC1(C)N=C(N)N=C(N)N1OCCCN(Cc1ccccc1)c1ccc(Cl)cc1,IC50,'=',510.0,nM,6.29,,,UO_0000065,0,CHEMBL4768943,organism-based format,Erythrocyte,CHEMBL4765292,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Plasmodium falciparum W2 harboring DHFR N51I/C59R/S108N mutant infected in human erythrocytes assessed as reduction in [3H]-hypoxanthine incorporation pretreated for 20 hrs followed by [3H]-hypoxanthine addition measured after 20 hrs by radioactivity method,,,,W2,6.29,,,6.29,True,False
CHEMBL4798973,,,405.68,0.0,0.89,46; C460,CC1(C)N=C(N)N=C(N)N1OCC(=O)Nc1ccc(Cl)cc1,IC50,'=',3700.0,nM,5.43,,,UO_0000065,0,CHEMBL4768943,organism-based format,Erythrocyte,CHEMBL4765292,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Plasmodium falciparum W2 harboring DHFR N51I/C59R/S108N mutant infected in human erythrocytes assessed as reduction in [3H]-hypoxanthine incorporation pretreated for 20 hrs followed by [3H]-hypoxanthine addition measured after 20 hrs by radioactivity method,,,,W2,5.43,,,5.43,False,False
CHEMBL4789860,,,421.32,0.0,-0.42,50; C459,CC1(C)N=C(N)N=C(N)N1OCCNS(=O)(=O)c1ccccc1,IC50,'=',76500.0,nM,4.12,,,UO_0000065,0,CHEMBL4768944,organism-based format,Erythrocyte,CHEMBL4765292,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Plasmodium falciparum CsI-2 harboring DHFR C59R/S108N/I164L mutant infected in human erythrocytes assessed as reduction in [3H]-hypoxanthine incorporation pretreated for 20 hrs followed by [3H]-hypoxanthine addition measured after 20 hrs by radioactivity method,,,,CsL-2,4.12,,,4.12,False,False
CHEMBL361497,ARTESUNATE,4.0,384.43,0.0,2.6,Artesunate,C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,IC50,'=',2.4,nM,8.62,,,UO_0000065,0,CHEMBL5113966,organism-based format,,CHEMBL5113376,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against drug resistant Plasmodium falciparum K1,,,,K1,8.62,drug resistant,MDR,8.436897,True,True
CHEMBL5177013,,,475.5,1.0,5.01,70a,COc1ccc(N2C(=O)C(Oc3ccccc3)C2c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1,IC50,'=',27000.0,nM,4.57,,,UO_0000065,0,CHEMBL5113973,organism-based format,,CHEMBL5113376,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Plasmodium falciparum K14 incubated for 42 hrs in presence of 3H-hypoxanthine by top-count microbeta counter analysis,,,,K14,4.57,,,4.57,False,False
CHEMBL4783968,,,495.85,0.0,3.35,42; C466,CC1(C)N=C(N)N=C(N)N1OCCCN(Cc1ccccc1)c1ccc(Cl)cc1,IC50,'=',3600.0,nM,5.44,,,UO_0000065,0,CHEMBL4768945,organism-based format,Erythrocyte,CHEMBL4765292,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Plasmodium falciparum V1/S harboring DHFR N51I/C59R/S108N/I164L mutant infected in human erythrocytes assessed as reduction in [3H]-hypoxanthine incorporation pretreated for 20 hrs followed by [3H]-hypoxanthine addition measured after 20 hrs by radioactivity method,,,,V1/S,5.44,,,5.44,False,False
CHEMBL4789386,,,466.32,0.0,-0.51,53; C474,CC1(C)N=C(N)N=C(N)N1OCCNS(=O)(=O)c1ccc([N+](=O)[O-])cc1,IC50,'=',3500.0,nM,5.46,,,UO_0000065,0,CHEMBL4768945,organism-based format,Erythrocyte,CHEMBL4765292,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Plasmodium falciparum V1/S harboring DHFR N51I/C59R/S108N/I164L mutant infected in human erythrocytes assessed as reduction in [3H]-hypoxanthine incorporation pretreated for 20 hrs followed by [3H]-hypoxanthine addition measured after 20 hrs by radioactivity method,,,,V1/S,5.46,,,5.46,False,False
CHEMBL5398379,,,374.96,0.0,3.99,137a,CC(C)CC(CN1CCN(C)CC1)N(C)c1ccnc2cc(Cl)ccc12,IC50,'=',60.0,nM,7.22,,,UO_0000065,0,CHEMBL5345237,organism-based format,,CHEMBL5344418,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 assessed as reduction in parasite growth incubated for 72 hrs by SYBR Green staining based fluorescence analysis,,,,3D7,7.22,chloroquine sensitive,CQS,7.22,True,False
CHEMBL5397701,,,395.93,0.0,4.27,138a,CN(c1ccnc2cc(Cl)ccc12)C(Cc1ccccc1)CN1CCOCC1,IC50,'=',1380.0,nM,5.86,,,UO_0000065,0,CHEMBL5345238,organism-based format,,CHEMBL5344418,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum K1 assessed as reduction in parasite growth incubated for 72 hrs by SYBR Green staining based fluorescence analysis,,,,K1,5.86,chloroquine resistant,CQR,5.86,False,False
CHEMBL4530341,,,427.43,0.0,3.58,9j2,Nc1ncc(-c2ccc(C(=O)N3CCC(N)C3)cc2)nc1-c1ccc(C(F)(F)F)cc1,IC50,'=',12.0,nM,7.92,,,UO_0000065,0,CHEMBL4719469,organism-based format,Erythrocyte,CHEMBL4715789,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against multidrug-resistant Plasmodium falciparum K1 infected in erythrocytes assessed as reduction in [3H]hypoxanthine incorporation preincubated for 48 hrs followed by [3H]hypoxanthine addition and measured after 24 hrs by liquid scintillation counting method,,,,K1,7.92,multidrug resistant,MDR,7.92,True,True
CHEMBL4763365,,,455.48,0.0,4.19,9d2,CN1CCCN(C(=O)c2ccc(-c3cnc(N)c(-c4ccc(C(F)(F)F)cc4)n3)cc2)CC1,IC50,'=',5.7,nM,8.24,,,UO_0000065,0,CHEMBL4719469,organism-based format,Erythrocyte,CHEMBL4715789,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against multidrug-resistant Plasmodium falciparum K1 infected in erythrocytes assessed as reduction in [3H]hypoxanthine incorporation preincubated for 48 hrs followed by [3H]hypoxanthine addition and measured after 24 hrs by liquid scintillation counting method,,,,K1,8.24,multidrug resistant,MDR,8.24,True,True
CHEMBL4748263,,,441.46,0.0,3.85,12,Nc1ncc(-c2ccc(C(=O)N3CCCNCC3)cc2)nc1-c1ccc(C(F)(F)F)cc1,IC50,'=',6.3,nM,8.2,,,UO_0000065,0,CHEMBL4719469,organism-based format,Erythrocyte,CHEMBL4715789,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against multidrug-resistant Plasmodium falciparum K1 infected in erythrocytes assessed as reduction in [3H]hypoxanthine incorporation preincubated for 48 hrs followed by [3H]hypoxanthine addition and measured after 24 hrs by liquid scintillation counting method,,,,K1,8.2,multidrug resistant,MDR,8.2,True,True
CHEMBL5190700,,,479.97,0.0,4.0,UCB7362,C[C@H]1C[C@@H](N2C(=N)N[C@](C)(c3cccc(NC(=O)c4cccc(C#N)c4)c3Cl)CC2=O)CCO1,IC50,'=',34.6,nM,7.46,,,UO_0000065,0,CHEMBL5112383,organism-based format,,CHEMBL5108065,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against sensitive Plasmodium falciparum NF54 infected in human red blood cells assessed as reduction in [3H]-hypoxanthine incorporation pretreated for 48 hrs followed by [3H]-hypoxanthine addition measured after 24 hrs by scintillation counting method,,,,NF54,7.46,sensitive,,7.46,True,False
CHEMBL5190700,,,479.97,0.0,4.0,UCB7362,C[C@H]1C[C@@H](N2C(=N)N[C@](C)(c3cccc(NC(=O)c4cccc(C#N)c4)c3Cl)CC2=O)CCO1,IC50,'=',24.0,nM,7.62,,,UO_0000065,0,CHEMBL5112384,organism-based format,,CHEMBL5108065,1,Scientific Literature,J Med Chem,,"Antimalarial activity against Plasmodium falciparum 7G8 harbouring Pf-crt, Pf-mdrl,Pf-dhfr, Pf-dhps mutated loci assessed as inhibition of parasite growth pretreated for 48 hrs followed by [3H]-hypoxanthine addition measured after 24 hrs by scintillation counting method",,,,7G8,7.62,,,7.62,True,True
CHEMBL5172999,,,412.92,0.0,4.23,1,C[C@@]1(c2cccc(Nc3ccccc3)c2Cl)CC(=O)N(C2CCOCC2)C(=N)N1,IC50,'=',83.0,nM,7.08,,,UO_0000065,0,CHEMBL5112393,organism-based format,,CHEMBL5108065,1,Scientific Literature,J Med Chem,,Antimalarial activity against KAF156 resistant Plasmodium falciparum Dd2 harbouring pf-carl mutated loci assessed as inhibition of parasite growth pretreated for 48 hrs followed by [3H]-hypoxanthine addition measured after 24 hrs by scintillation counting method,,,,Dd2,7.08,kaf156 resistant,KAF156R,7.106,True,False
CHEMBL2334366,,,480.61,0.0,4.88,49q,C[C@@H](NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccc(Nc2ccncc2)cc1)c1ccccc1,IC50,'=',36.0,nM,7.44,,,UO_0000065,0,CHEMBL2342741,organism-based format,,CHEMBL2331413,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum NF54 infected in RBC after 72 hrs by [3H]hypoxanthine incorporation assay in presence of 50 % serum,,,,NF54,7.44,chloroquine sensitive,CQS,7.375,True,False
CHEMBL2334368,,,669.96,2.0,5.78,50a,CCCN(CCC)Cc1cc(C2CCC(NC[C@@H](O)[C@H](Cc3ccccc3)NC(=O)c3ccc(N4CCN(C)CC4)cc3)CC2)ccc1O,IC50,'=',19.0,nM,7.72,,,UO_0000065,0,CHEMBL2342739,organism-based format,,CHEMBL2331413,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum NF54 infected in RBC after 48 hrs by [3H]hypoxanthine incorporation assay in presence of 0.5 % albumax,,,,NF54,7.72,chloroquine sensitive,CQS,7.713333,True,True
CHEMBL4796502,,,441.46,0.0,3.97,9k2,Nc1ncc(-c2ccc(C(=O)N3CCC(N)CC3)cc2)nc1-c1ccc(C(F)(F)F)cc1,IC50,'=',10.0,nM,8.0,,,UO_0000065,0,CHEMBL4719468,organism-based format,Erythrocyte,CHEMBL4715789,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against multidrug-sensitive Plasmodium falciparum NF54 infected in human erythrocytes assessed as reduction in [3H]hypoxanthine incorporation preincubated for 48 hrs followed by [3H]hypoxanthine addition and measured after 24 hrs by liquid scintillation counting method,,,,NF54,8.0,multidrug sensitive,MDS,8.0,True,True
CHEMBL4798032,,,427.43,0.0,3.46,3,Nc1ncc(-c2ccc(C(=O)N3CCNCC3)cc2)nc1-c1ccc(C(F)(F)F)cc1,IC50,'=',5.4,nM,8.27,,,UO_0000065,0,CHEMBL4719468,organism-based format,Erythrocyte,CHEMBL4715789,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against multidrug-sensitive Plasmodium falciparum NF54 infected in human erythrocytes assessed as reduction in [3H]hypoxanthine incorporation preincubated for 48 hrs followed by [3H]hypoxanthine addition and measured after 24 hrs by liquid scintillation counting method,,,,NF54,8.27,multidrug sensitive,MDS,8.27,True,True
